year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
2013,120000,0,0,0,1,20.77,1248.0,88.76,7.0
2008,70000,1,0,0,2,19.7,796.0,46.3,5.0
2011,42545,0,1,1,0,19.62,1998.0,190.0,5.0
2017,63309,0,1,0,0,19.67,1582.0,126.2,5.0
2011,80000,1,0,0,0,20.36,1197.0,78.9,5.0
2018,7000,1,1,0,0,20.3,1086.0,68.0,5.0
2015,50000,1,0,0,0,18.2,1199.0,82.4,5.0
2010,265000,0,0,0,3,14.8,2499.0,80.0,9.0
2016,30000,1,0,0,0,25.17,799.0,53.3,5.0
2014,60000,0,0,0,1,20.77,1248.0,88.8,7.0
2010,150000,0,0,0,2,21.12,1248.0,88.8,5.0
2018,25000,0,0,0,0,23.0,1498.0,98.96,5.0
2015,20000,0,0,0,0,20.4,1248.0,91.7,5.0
2005,55425,1,0,0,1,16.1,796.0,37.0,4.0
2017,87500,0,0,0,0,17.1,1956.0,170.0,5.0
2011,47000,1,0,0,1,16.95,1498.0,97.7,5.0
2011,120000,0,0,0,0,13.0,2489.0,95.0,8.0
2005,100000,1,0,1,1,12.0,1493.0,100.0,5.0
2014,84000,0,0,0,1,20.14,1498.0,88.5,5.0
2011,80000,1,0,0,1,15.6,1196.0,70.0,5.0
2015,50000,1,0,1,0,19.0,1199.0,88.7,5.0
2011,119000,0,0,0,1,16.52,1991.0,123.7,5.0
2015,63000,0,1,0,0,27.3,1498.0,98.6,5.0
2011,120000,1,0,0,0,18.9,998.0,67.1,5.0
2016,94000,0,0,0,0,19.67,1582.0,126.2,5.0
2016,30000,0,1,1,0,22.69,1995.0,190.0,5.0
2010,58000,1,0,0,0,19.7,796.0,46.3,5.0
2015,40000,1,0,0,1,22.74,796.0,47.3,5.0
2016,80000,1,0,0,0,18.9,1197.0,82.0,5.0
2015,110000,0,0,0,2,20.77,1248.0,88.76,7.0
2014,70000,1,0,0,1,15.04,1598.0,103.2,5.0
2009,212000,0,0,0,2,11.57,2179.0,138.1,7.0
2009,120000,0,0,0,2,19.09,1396.0,69.0,5.0
2017,41000,0,1,0,0,20.5,1582.0,126.2,5.0
2011,46000,1,0,0,1,19.7,796.0,46.3,5.0
2000,90000,1,0,0,1,19.7,796.0,46.3,5.0
2014,17000,1,0,0,0,18.6,1197.0,81.83,5.0
2011,62000,0,0,1,1,11.72,2199.0,194.3,7.0
2017,24500,0,1,0,0,25.8,1498.0,98.6,5.0
2018,30000,0,0,0,0,24.0,1186.0,73.97,5.0
2014,21000,1,0,0,0,16.02,1373.0,93.7,7.0
2017,50000,0,0,0,0,19.87,1461.0,83.8,5.0
2016,56239,0,1,0,0,22.54,1396.0,88.73,5.0
2006,102000,1,0,0,2,16.1,1298.0,88.2,5.0
2014,139000,0,0,0,1,18.2,1248.0,73.8,8.0
2011,25000,1,0,0,0,15.6,1196.0,70.0,5.0
2014,150360,0,0,0,0,22.32,1582.0,126.32,5.0
2014,76000,0,0,0,1,25.44,936.0,56.3,5.0
2018,25000,0,0,0,0,25.1,1248.0,88.5,5.0
2013,56000,0,1,1,0,11.2,2993.0,241.0,4.0
2015,30000,1,0,0,0,20.51,998.0,67.04,5.0
2013,75010,0,1,1,0,13.73,1995.0,148.0,5.0
2015,80000,0,0,0,0,26.59,1248.0,74.0,5.0
2017,40000,0,0,0,0,28.4,1248.0,74.02,5.0
2019,35000,0,0,0,0,28.4,1248.0,74.02,5.0
2017,60000,3,0,0,0,21.94,1196.0,61.7,5.0
2018,7000,1,0,0,0,22.5,999.0,67.0,5.0
2010,120000,0,0,0,0,20.0,1399.0,68.0,5.0
2011,500000,1,0,0,1,18.9,998.0,67.1,5.0
2017,35000,0,0,0,0,21.5,1497.0,108.5,5.0
2018,60000,1,0,0,0,20.14,1197.0,81.86,5.0
2013,173000,0,0,0,0,12.05,2179.0,120.0,7.0
2012,77000,0,0,0,0,20.4,1248.0,91.7,5.0
2020,15000,1,0,0,0,23.26,1197.0,88.5,5.0
2007,130000,0,0,0,1,16.52,1991.0,123.7,5.0
2016,90000,0,0,0,0,19.09,1405.0,69.01,5.0
2007,90000,0,0,0,3,17.8,1248.0,75.0,5.0
2016,145000,0,0,0,1,23.59,1364.0,67.05,5.0
2010,70000,1,0,0,2,14.7,1150.0,76.0,5.0
2014,100000,0,0,0,1,22.9,1248.0,74.0,5.0
2009,120000,0,0,0,0,12.05,2179.0,120.0,7.0
2006,90000,1,0,0,1,18.9,998.0,67.0,5.0
2013,150000,1,0,1,1,15.0,1396.0,98.6,5.0
2013,135000,0,1,0,1,19.4,1405.0,70.0,5.0
2018,35000,0,0,0,0,24.3,1248.0,88.5,5.0
2011,80000,0,0,0,1,22.32,1582.0,126.32,5.0
2015,50000,0,0,0,0,25.2,1248.0,74.0,5.0
2016,6757,1,2,0,0,21.01,1197.0,81.8,5.0
2016,45000,1,0,0,1,25.17,799.0,53.3,5.0
2018,50000,0,0,0,0,17.6,2179.0,153.86,7.0
2008,120000,0,0,0,2,16.8,1405.0,68.0,5.0
2015,25000,1,0,0,0,23.1,998.0,67.04,5.0
2013,60000,1,0,0,1,18.5,1197.0,85.8,5.0
2008,110000,0,0,0,1,18.1,1493.0,110.0,5.0
2012,156040,0,1,0,0,20.0,1399.0,68.0,5.0
2016,70000,0,0,0,0,27.28,1047.0,69.0,5.0
2014,50000,0,0,0,1,25.0,1396.0,69.01,5.0
2017,75000,0,0,0,0,26.59,1248.0,74.0,5.0
2011,100000,0,0,0,1,13.5,2179.0,115.0,5.0
2004,50000,1,0,0,2,16.1,796.0,37.0,4.0
2013,120000,1,0,0,1,18.5,1197.0,82.85,5.0
2015,120000,0,0,0,1,20.77,1248.0,88.76,7.0
2009,195000,0,0,0,1,14.8,2499.0,80.0,10.0
2007,50000,1,0,0,0,15.3,1193.0,65.3,5.0
2007,70000,1,0,0,2,18.9,1061.0,67.0,5.0
2016,45000,1,0,0,0,21.4,1197.0,83.1,5.0
2012,50000,0,0,1,0,14.84,2143.0,170.0,5.0
2015,40000,0,0,0,0,19.67,1582.0,126.2,5.0
2017,70000,0,0,0,0,15.96,2523.0,62.1,7.0
2010,110000,0,0,1,1,12.07,2967.0,241.4,7.0
2016,60000,0,0,0,0,24.3,1248.0,88.5,5.0
2012,120000,0,0,0,2,19.09,1396.0,69.0,5.0
2015,50000,1,0,0,0,18.0,1198.0,86.7,5.0
2012,110000,1,0,0,0,16.95,1498.0,97.7,5.0
2018,25000,1,1,1,0,14.28,1798.0,138.03,5.0
2011,90000,0,0,0,2,12.05,2179.0,120.0,8.0
2012,120000,0,0,0,1,19.3,1248.0,73.9,5.0
2010,90000,0,0,0,0,14.0,1948.0,90.0,9.0
2017,52000,0,0,0,0,24.3,1248.0,88.5,5.0
2010,120000,1,0,0,2,18.5,1197.0,80.0,5.0
2009,170000,0,0,0,1,13.6,2523.0,63.0,7.0
2010,176062,0,0,0,0,17.8,1248.0,75.0,5.0
2014,80800,0,0,0,1,12.99,2494.0,100.6,8.0
2019,15000,1,0,0,0,20.89,1197.0,81.8,5.0
2013,85000,1,0,0,0,22.74,796.0,47.3,5.0
2017,80000,1,0,0,0,18.16,1196.0,86.8,5.0
2013,60000,0,0,0,2,20.77,1248.0,88.8,7.0
2018,15000,1,0,0,0,17.8,1198.0,86.7,5.0
2014,160000,0,0,0,0,25.1,1498.0,98.6,5.0
2014,91000,0,0,0,0,22.54,1396.0,88.73,5.0
2016,110000,0,0,0,0,18.49,1493.0,100.0,7.0
2009,67000,1,0,0,0,18.9,1061.0,67.0,5.0
2010,70000,1,0,0,1,20.36,1197.0,78.9,5.0
2017,43235,0,1,0,0,24.29,1498.0,99.0,5.0
2017,15000,1,0,0,0,22.0,1197.0,81.8,5.0
2013,90000,1,0,0,1,16.3,1797.0,147.5,5.0
2019,17000,0,1,0,0,17.3,1497.0,121.0,8.0
2009,60000,1,0,0,2,17.5,1298.0,85.8,5.0
2008,120000,0,0,0,0,17.8,1248.0,75.0,5.0
2011,120000,0,0,0,1,12.8,2494.0,102.0,8.0
2013,80000,0,0,0,1,15.1,2179.0,140.0,7.0
2016,120000,0,0,1,0,19.08,1582.0,126.2,5.0
2011,110000,0,0,0,1,20.54,1598.0,103.6,5.0
2012,100000,0,0,0,1,15.1,2179.0,140.0,7.0
2014,70000,0,0,0,2,20.45,1461.0,83.8,5.0
2010,60000,0,0,0,1,14.0,2498.0,112.0,7.0
2011,25000,1,0,0,1,26.0,624.0,35.0,4.0
2018,2860,0,1,0,0,23.8,1499.0,98.97,5.0
2010,29000,1,0,0,0,16.5,1172.0,65.0,5.0
2013,24019,0,0,0,0,22.9,1248.0,74.0,5.0
2013,68000,0,0,0,1,25.44,936.0,57.6,5.0
2019,5000,1,0,0,0,18.6,1197.0,81.86,5.0
2017,66953,0,0,0,0,16.0,2179.0,140.0,7.0
2013,70000,3,0,0,1,30.46,796.0,47.3,5.0
2014,50000,1,0,0,0,17.5,1298.0,85.8,5.0
2014,90000,0,0,0,0,23.4,1248.0,74.0,5.0
2016,49000,1,1,0,0,19.02,1198.0,67.05,5.0
2014,30000,0,0,0,0,20.0,1399.0,68.05,5.0
2018,5000,1,0,1,0,14.8,1591.0,121.3,5.0
2010,120000,1,0,0,1,19.7,796.0,46.3,5.0
2017,27000,0,0,0,1,19.67,1582.0,126.2,5.0
2015,18000,1,1,0,1,18.5,1194.0,94.93,5.0
2015,70000,0,0,0,2,15.4,2179.0,120.0,7.0
2015,36422,1,1,0,0,18.44,1198.0,75.0,5.0
2018,50000,0,0,0,0,24.7,1047.0,69.0,5.0
2012,194000,0,0,0,0,20.0,1399.0,68.0,5.0
2017,30000,3,0,0,0,21.94,1196.0,63.0,5.0
2011,105000,0,0,0,1,21.9,1396.0,90.0,5.0
2014,103000,0,0,0,0,15.96,2523.0,62.1,7.0
2013,91400,1,0,1,1,19.34,1198.0,76.0,5.0
2014,100000,1,0,0,0,15.04,1598.0,103.2,5.0
2019,10000,0,0,1,0,13.8,2999.0,174.57,7.0
2010,577414,1,0,0,1,18.9,1061.0,67.0,5.0
2013,120000,0,0,0,3,22.9,1248.0,74.0,5.0
2019,5000,1,0,0,0,23.84,1199.0,84.0,5.0
2014,120000,0,0,0,0,23.4,1248.0,74.0,5.0
2007,35000,1,0,0,1,19.7,796.0,46.3,5.0
2017,120000,0,0,0,0,16.5,1493.0,70.0,7.0
2012,110000,0,0,0,1,15.96,2523.0,63.0,9.0
2009,80000,1,0,0,0,16.6,1197.0,85.0,5.0
2019,10000,1,0,0,0,21.4,1197.0,83.1,5.0
2016,70000,1,0,0,0,18.6,1197.0,81.83,5.0
2011,80000,0,0,0,0,17.2,1396.0,53.5,5.0
2011,20000,0,0,0,0,12.2,1948.0,68.0,10.0
2013,50000,1,0,0,1,22.74,796.0,47.3,5.0
2007,60000,1,0,0,1,19.7,796.0,46.3,5.0
2008,65000,1,1,0,1,18.9,998.0,67.1,5.0
2014,76000,0,0,0,0,25.8,1498.0,98.6,5.0
2018,20000,1,0,0,1,18.9,1197.0,81.86,5.0
2015,35000,1,0,0,0,17.3,1497.0,117.3,7.0
2011,175000,0,0,0,1,23.57,1396.0,70.0,5.0
2016,26000,1,0,0,1,20.51,998.0,67.04,5.0
2017,42000,0,0,0,1,16.0,2179.0,140.0,7.0
2007,70000,1,0,0,0,19.7,796.0,46.3,5.0
2012,100000,0,0,0,1,20.54,1598.0,103.6,5.0
2011,122358,0,0,0,0,12.05,2179.0,120.0,9.0
2016,48000,0,0,0,1,16.0,2179.0,140.0,7.0
2011,90000,1,0,0,1,17.0,1497.0,118.0,5.0
2012,185000,0,0,0,1,19.4,1405.0,70.0,5.0
2008,127000,0,0,0,1,16.8,1493.0,110.0,5.0
2010,80000,1,0,0,0,11.96,1298.0,80.0,8.0
2016,58000,0,0,0,0,15.4,1997.0,120.0,7.0
2008,179150,0,0,0,1,11.57,2179.0,138.1,7.0
2018,50000,0,0,0,3,25.83,1498.0,99.0,5.0
2016,120000,0,0,0,0,15.96,2523.0,62.1,9.0
2017,20000,0,0,0,0,16.0,2179.0,140.0,7.0
2015,70000,0,0,0,0,26.21,1248.0,88.5,5.0
2017,60000,1,0,0,0,23.84,1199.0,84.0,5.0
2016,11500,1,0,0,0,25.17,799.0,53.3,5.0
2015,46357,1,0,0,1,20.51,998.0,67.04,5.0
2016,100000,0,0,0,0,24.3,1248.0,88.5,5.0
2009,100000,0,0,0,1,17.8,1399.0,67.0,5.0
2015,70000,1,0,0,0,18.16,1196.0,86.8,5.0
2010,155000,0,0,0,2,12.8,2494.0,102.0,8.0
2015,25000,0,0,0,0,22.95,1248.0,74.0,5.0
2011,80000,0,0,1,0,15.8,2148.0,170.0,5.0
2008,100000,1,0,0,3,15.0,1586.0,104.68,5.0
2015,50000,1,0,0,0,17.4,1497.0,117.3,5.0
2011,96000,1,0,0,0,16.95,1498.0,97.7,5.0
2015,160000,0,0,0,0,19.01,1461.0,108.45,5.0
2010,46533,1,1,0,0,18.9,998.0,67.1,5.0
2003,70000,1,0,0,1,13.4,1794.0,125.0,5.0
2014,110000,0,0,0,0,23.4,1248.0,74.0,5.0
2013,90000,0,0,0,0,13.58,2499.0,72.4,9.0
2020,7300,1,0,0,0,21.01,1197.0,81.8,5.0
2010,120000,0,0,0,0,18.8,1248.0,90.0,5.0
2014,116000,0,0,0,0,19.01,1461.0,108.45,5.0
2016,65000,1,0,0,0,17.8,1497.0,117.3,5.0
2014,50000,1,0,0,0,22.74,796.0,47.3,5.0
2017,60000,1,0,0,0,20.62,1198.0,67.0,7.0
2013,58343,1,2,0,0,21.79,998.0,67.05,5.0
2013,39000,1,1,1,0,14.28,1798.0,138.03,5.0
2017,33000,0,0,0,0,25.6,1498.0,97.9,5.0
2014,13500,1,0,0,0,18.2,1199.0,82.4,5.0
2015,90000,0,0,0,0,23.2,1248.0,73.94,5.0
2020,35000,3,0,0,0,20.88,1196.0,61.7,5.0
2016,35000,1,0,0,1,22.74,796.0,47.3,5.0
2016,100000,1,0,0,0,20.3,998.0,68.05,5.0
2017,140000,0,0,0,0,14.07,2956.0,69.01,7.0
2005,80000,1,0,0,2,15.9,1298.0,85.0,5.0
2013,120000,0,0,0,0,22.7,1582.0,126.24,5.0
2017,20000,1,0,0,0,23.84,1199.0,84.0,5.0
2009,110000,0,0,0,2,17.7,1399.0,68.0,5.0
2019,15000,0,1,0,0,17.0,1956.0,167.67,5.0
2014,60000,0,0,0,0,24.0,1120.0,70.0,5.0
2010,90000,0,0,0,1,16.8,1493.0,110.0,5.0
2017,30000,1,0,1,0,17.36,1197.0,81.86,5.0
2019,15000,0,0,0,0,16.55,2498.0,105.0,6.0
2009,87000,1,0,0,1,13.2,1495.0,94.0,5.0
2015,60000,1,0,0,0,20.51,998.0,67.04,5.0
2016,25000,1,0,0,0,23.1,998.0,67.04,5.0
2013,110000,0,0,0,2,22.9,1248.0,74.0,5.0
2012,50171,1,1,1,0,11.1,2354.0,158.8,5.0
2016,40000,1,0,0,0,23.95,998.0,67.05,5.0
2017,20000,1,0,0,0,21.4,1197.0,83.1,5.0
2012,20000,1,0,0,2,19.81,1086.0,68.05,5.0
2012,46000,0,0,0,0,19.4,1405.0,70.0,5.0
2016,110000,0,0,1,0,18.49,1493.0,100.0,7.0
2010,100000,0,0,0,1,17.8,1399.0,68.0,5.0
2009,90000,0,0,0,0,21.1,1248.0,73.9,5.0
2009,120000,0,0,0,0,21.1,1248.0,73.9,5.0
2009,40000,1,0,0,0,19.7,796.0,46.3,5.0
2013,59000,0,1,1,0,14.84,2143.0,170.0,5.0
2013,170000,0,0,0,0,20.54,1598.0,103.6,5.0
2016,140000,0,0,0,1,14.02,2179.0,118.3,7.0
2016,50000,1,0,0,0,19.44,1198.0,67.0,7.0
2013,80000,0,0,0,0,12.99,2494.0,100.0,7.0
2011,250000,0,0,0,1,14.8,2499.0,80.0,7.0
2017,110000,0,0,0,0,24.7,1047.0,69.0,5.0
2002,120000,0,0,0,0,14.07,2956.0,83.1,7.0
2011,70000,0,0,1,0,14.21,2143.0,203.0,5.0
2011,90000,0,0,0,0,13.6,2523.0,63.0,7.0
2015,53000,0,0,0,0,24.0,1120.0,70.0,5.0
2015,60000,0,0,0,0,22.54,1396.0,88.73,5.0
2016,60000,0,0,0,2,23.2,1248.0,73.94,5.0
2017,35000,1,0,0,0,15.37,1196.0,73.0,7.0
2017,27000,0,0,0,0,22.95,1248.0,74.0,5.0
2013,70000,2,0,0,1,19.2,1086.0,68.05,5.0
2012,90000,0,0,0,0,22.9,1248.0,74.0,5.0
2006,120000,0,0,0,1,16.8,1493.0,110.0,5.0
2014,70000,1,0,0,0,21.1,814.0,55.2,5.0
2015,70000,0,0,0,0,15.4,2179.0,120.0,7.0
2010,70000,1,0,0,1,18.9,1061.0,67.0,5.0
2015,50000,1,0,0,0,20.85,1197.0,83.14,5.0
2014,70000,0,0,0,1,16.55,2498.0,105.0,6.0
2019,10500,0,0,0,0,25.6,1498.0,97.9,5.0
2017,65000,0,0,0,1,25.5,1498.0,98.6,5.0
2017,79000,0,1,0,0,25.47,1248.0,88.5,7.0
2016,7949,1,1,0,0,17.0,1198.0,73.75,5.0
2015,55000,0,1,0,0,24.4,1120.0,71.0,5.0
2011,120000,0,0,0,2,20.54,1598.0,103.6,5.0
2014,35000,1,0,0,0,20.63,1198.0,67.0,5.0
2011,65000,0,0,0,1,20.54,1598.0,103.6,5.0
2015,119000,0,0,0,0,23.9,1582.0,126.2,5.0
2016,35000,0,0,0,0,15.96,2523.0,62.1,7.0
2016,139000,0,0,0,0,18.49,1493.0,100.0,7.0
2013,45000,0,0,0,0,15.96,2523.0,62.1,7.0
2015,240000,0,0,0,0,19.98,1461.0,108.5,7.0
2017,46000,1,0,0,0,22.0,1197.0,81.8,5.0
2006,198000,1,0,0,1,18.9,998.0,67.1,5.0
2014,120000,0,0,0,0,12.99,2494.0,100.6,7.0
2014,74321,0,1,0,0,25.44,936.0,56.3,5.0
2013,82000,0,1,0,1,26.59,1248.0,74.0,5.0
2017,60000,0,0,0,0,16.0,2179.0,140.0,7.0
2011,110000,0,0,0,1,17.8,1399.0,68.0,5.0
2010,65000,1,0,0,1,17.92,1086.0,62.1,5.0
2018,25000,1,0,0,0,20.73,1373.0,91.1,5.0
2020,5000,1,0,0,0,21.21,1197.0,81.8,5.0
2012,135000,0,0,0,0,13.93,2179.0,138.03,7.0
2008,52000,1,0,0,1,13.9,1599.0,103.2,5.0
2013,200000,0,0,1,0,11.18,2696.0,184.0,7.0
2018,20000,1,0,0,0,23.01,999.0,67.0,5.0
2008,120000,0,0,1,0,14.3,1968.0,140.0,5.0
2016,65100,0,0,0,1,18.49,1493.0,100.0,7.0
2019,20000,0,0,0,0,28.4,1248.0,74.0,5.0
2007,60000,1,0,0,2,19.7,796.0,46.3,5.0
2013,110000,0,0,0,1,12.05,2179.0,120.0,8.0
2018,15000,1,0,0,0,16.2,1199.0,74.0,5.0
2016,110000,0,0,0,0,19.67,1582.0,126.2,5.0
2001,60000,1,0,0,1,16.1,796.0,37.0,4.0
2016,35000,0,0,0,0,24.52,1248.0,88.5,7.0
2018,17000,0,1,0,0,24.3,1248.0,88.5,5.0
2010,61000,0,1,0,1,20.4,1248.0,91.7,5.0
2014,68000,0,1,0,0,22.9,1248.0,74.0,5.0
2019,10000,1,0,0,0,18.9,1197.0,81.86,5.0
2015,67000,1,0,0,0,23.95,998.0,67.05,5.0
2017,56000,0,0,0,0,27.39,1248.0,74.0,5.0
2013,125000,0,0,0,1,15.96,2523.0,62.1,7.0
2007,175000,2,0,0,0,17.3,1061.0,57.5,5.0
2016,45000,1,0,0,0,21.4,1197.0,83.1,5.0
2017,40000,0,0,0,0,16.5,1493.0,70.0,7.0
2009,80000,1,0,0,1,17.92,1086.0,62.1,5.0
2011,50000,1,0,0,1,15.37,1196.0,73.0,7.0
2017,30000,1,0,0,1,21.4,1197.0,83.1,5.0
2012,35000,1,0,0,1,19.0,998.0,67.1,5.0
2017,80000,0,0,1,0,28.4,1248.0,74.02,5.0
2013,120000,0,0,0,1,20.0,1399.0,68.1,5.0
2009,110000,0,0,0,1,17.0,1405.0,71.0,5.0
2019,43000,0,0,0,0,22.54,1396.0,88.76,5.0
2013,60000,1,0,1,0,13.7,1798.0,157.75,5.0
2013,60000,1,0,0,1,14.09,1596.0,99.6,5.0
2006,100000,1,0,0,1,17.7,1497.0,78.0,5.0
2015,36000,1,0,0,0,20.4,1197.0,83.11,5.0
2012,120000,0,0,0,0,25.44,936.0,57.6,5.0
2015,120000,1,0,0,1,21.1,814.0,55.2,5.0
2019,6544,0,0,0,0,20.0,1497.0,115.0,5.0
2007,120000,1,0,0,1,17.7,1497.0,78.0,5.0
2014,90000,0,0,0,0,15.96,2523.0,62.1,7.0
2015,34000,1,0,0,1,21.1,814.0,55.2,5.0
2006,88000,0,0,0,1,16.8,1405.0,62.0,5.0
2010,43000,1,0,0,0,18.9,998.0,67.1,5.0
2013,100000,0,0,0,1,19.01,1461.0,108.45,5.0
2014,40523,1,1,0,1,18.5,1197.0,82.85,5.0
2017,25000,1,0,0,0,25.17,799.0,53.3,5.0
2015,41000,1,0,0,0,18.6,1197.0,81.83,5.0
2016,136511,0,0,0,0,15.96,2523.0,62.1,7.0
1997,100000,1,0,0,1,17.3,993.0,60.0,5.0
2010,95000,1,0,0,2,19.7,796.0,46.3,5.0
2010,120000,0,0,0,1,14.0,2489.0,95.0,8.0
2015,120000,0,0,0,0,20.5,1248.0,91.72,5.0
2009,80000,1,0,0,1,12.9,1598.0,102.5,5.0
2017,90000,0,0,0,0,19.67,1582.0,126.2,5.0
2016,80000,1,0,0,0,25.17,799.0,53.3,5.0
2016,15000,1,0,0,0,20.4,1197.0,81.8,5.0
2018,25000,1,0,0,0,21.1,814.0,55.2,5.0
2011,100000,1,0,0,1,18.0,995.0,62.0,5.0
2009,60000,1,0,0,0,19.0,998.0,66.1,5.0
2014,70000,0,0,0,2,25.2,1248.0,74.0,5.0
2018,35000,0,0,0,0,21.04,1461.0,83.8,7.0
2015,80000,1,0,0,0,19.49,1198.0,67.04,5.0
2012,40000,0,0,0,0,15.1,2179.0,140.0,7.0
2015,49800,0,1,0,0,24.7,1498.0,98.63,5.0
2017,30000,1,0,0,0,23.95,998.0,67.05,5.0
2011,120000,0,0,1,0,12.8,1968.0,167.6,5.0
2017,60000,0,0,0,0,22.54,1396.0,88.73,5.0
2014,106000,0,0,0,0,22.32,1582.0,126.32,5.0
2017,100000,1,0,0,0,18.16,1196.0,86.8,5.0
2012,82082,0,1,0,0,22.54,1396.0,88.73,5.0
2014,80000,0,0,0,1,22.32,1582.0,126.32,5.0
2012,110000,0,0,0,1,21.12,1248.0,88.8,5.0
2012,38000,1,1,0,1,24.7,796.0,47.3,5.0
2015,75000,0,0,0,0,14.07,2956.0,69.01,7.0
2013,100000,0,0,0,0,15.96,2523.0,62.1,9.0
2016,86000,0,0,0,0,24.3,1248.0,88.5,5.0
2012,80000,1,0,0,2,19.7,796.0,46.3,5.0
2016,50000,1,0,0,1,22.74,796.0,47.3,5.0
2013,50000,1,0,0,1,21.1,814.0,55.2,5.0
2014,100000,0,0,0,1,25.8,1498.0,98.6,5.0
2017,25000,1,0,0,0,23.84,1199.0,84.0,5.0
2014,120000,0,0,0,0,15.1,2179.0,140.0,7.0
2008,110000,0,0,0,0,13.93,2179.0,138.1,7.0
2019,24000,0,0,0,0,28.4,1248.0,74.02,5.0
2016,79500,0,0,0,0,15.4,2179.0,120.0,7.0
2015,125000,0,0,0,0,12.99,2494.0,100.6,7.0
2016,73000,0,0,0,0,25.83,1498.0,99.0,5.0
2009,70000,1,0,0,1,13.2,1495.0,94.0,5.0
2014,30000,1,0,0,0,22.74,796.0,47.3,5.0
2012,66657,0,1,1,0,22.32,1582.0,126.32,5.0
2012,60000,1,0,0,0,19.4,1198.0,86.8,5.0
2014,50000,0,0,0,1,20.77,1248.0,88.76,7.0
2003,98000,0,0,0,0,10.5,2179.0,120.0,8.0
2006,201000,0,0,0,0,17.8,1399.0,68.0,5.0
2010,120000,0,0,0,2,19.3,1248.0,73.9,5.0
2010,255000,0,0,0,1,13.0,2489.0,95.0,8.0
2018,50000,0,1,0,0,24.3,1248.0,88.5,5.0
2012,80000,0,0,0,1,21.9,1396.0,88.76,5.0
2010,114000,1,0,0,0,14.3,1798.0,160.0,5.0
2016,100000,0,0,0,1,24.2,1498.0,98.6,7.0
2016,143200,0,0,0,0,25.83,1498.0,99.0,5.0
2010,50000,1,0,0,0,18.0,995.0,62.0,5.0
2019,5000,1,0,0,0,20.0,999.0,72.0,7.0
2017,67000,0,0,1,0,17.01,1582.0,126.2,5.0
2012,100000,0,0,0,0,21.27,1396.0,88.76,5.0
2011,91000,1,0,0,1,20.36,1197.0,78.9,5.0
2016,210000,0,0,0,0,25.2,1248.0,74.0,5.0
2015,120000,0,0,0,1,19.1,1405.0,70.0,5.0
2009,120000,0,0,0,2,14.0,2498.0,112.0,8.0
2012,70000,0,0,0,0,20.0,1399.0,68.0,5.0
2018,25000,0,0,0,0,25.5,1498.0,98.6,5.0
2008,40000,1,0,0,0,0.0,1086.0,62.0,5.0
2007,60000,1,0,0,1,18.0,995.0,62.0,5.0
2017,18484,1,0,0,0,20.89,1197.0,81.8,5.0
2018,40000,0,0,0,0,22.54,1396.0,88.76,5.0
2005,200000,0,0,0,1,13.1,1493.0,82.0,5.0
2018,50000,0,0,0,0,15.1,2179.0,152.87,7.0
2016,35000,1,0,0,0,18.6,1197.0,81.83,5.0
2011,57000,0,0,0,1,21.0,1461.0,64.1,5.0
2011,60000,0,0,0,0,19.3,1248.0,73.9,5.0
2007,260000,0,0,0,2,12.8,2494.0,102.0,7.0
2012,80000,0,0,0,3,21.5,1248.0,88.8,5.0
2016,50478,1,0,0,0,15.85,1499.0,110.4,5.0
2015,70000,1,0,0,0,18.9,1197.0,82.0,5.0
2012,120000,0,0,0,1,22.32,1582.0,126.32,5.0
2015,22500,1,0,0,0,20.51,998.0,67.04,5.0
2014,33000,0,0,1,0,11.3,2987.0,254.8,7.0
2013,120000,0,0,0,0,19.4,1405.0,70.0,5.0
2011,72000,0,0,0,0,22.9,1248.0,74.0,5.0
2018,15000,1,0,0,0,18.6,1197.0,81.83,5.0
2002,290000,0,0,0,0,13.1,2446.0,75.0,10.0
2017,40000,1,0,0,0,23.84,1199.0,84.0,5.0
2013,60000,0,0,0,0,22.9,1248.0,74.0,5.0
2006,110000,1,0,0,3,18.9,998.0,67.1,5.0
2018,22000,0,0,1,0,17.09,2993.0,261.4,4.0
2012,116000,1,0,0,0,15.0,1598.0,103.5,5.0
2008,152500,0,0,0,0,17.8,1248.0,75.0,5.0
2016,61915,0,0,0,0,27.3,1498.0,98.6,5.0
2018,30000,0,0,0,0,16.0,2179.0,140.0,7.0
2007,70000,1,0,0,0,18.2,998.0,67.1,5.0
2008,100000,1,0,0,1,18.9,1061.0,67.0,5.0
2016,5800,1,0,0,1,20.51,998.0,67.04,5.0
2016,100000,0,0,0,0,22.54,1396.0,88.73,5.0
2015,80000,0,0,0,0,25.2,1248.0,74.0,5.0
2014,145500,0,0,0,0,23.4,1248.0,74.0,5.0
2019,100000,0,0,0,0,14.1,2179.0,153.86,7.0
2012,83000,1,0,0,0,16.8,1497.0,116.3,5.0
2012,70000,0,0,0,0,22.32,1582.0,126.32,5.0
2016,79000,0,1,0,0,19.67,1582.0,126.2,5.0
2015,110000,0,0,0,1,18.49,1493.0,100.0,7.0
2017,29000,0,1,0,1,24.0,1186.0,73.97,5.0
2008,134000,0,0,0,1,12.8,2494.0,102.0,7.0
2009,120000,0,0,0,0,17.0,1405.0,71.0,5.0
2013,82246,1,1,0,0,20.36,1197.0,78.9,5.0
